txn_id,product_id,warehouse_id,txn_date,txn_type,qty_in,qty_out,unit_cost
978,5,3,2025-02-20,OUT,0.00,61.00,15.74
979,5,3,2025-02-24,IN,168.00,0.00,15.20
980,5,3,2025-02-26,OUT,0.00,16.00,15.40
981,5,3,2025-03-02,IN,51.00,0.00,15.48
982,5,3,2025-03-04,OUT,0.00,16.00,15.45
983,5,3,2025-03-08,IN,48.00,0.00,15.37
984,5,3,2025-03-10,OUT,0.00,96.00,15.79
985,5,3,2025-03-14,IN,52.00,0.00,15.68
986,5,3,2025-03-16,OUT,0.00,17.00,15.15
987,5,3,2025-03-20,IN,94.00,0.00,15.31
988,5,3,2025-03-22,OUT,0.00,106.00,15.02
989,5,3,2025-03-26,IN,112.00,0.00,15.69
990,5,3,2025-03-28,OUT,0.00,94.00,15.77
991,5,3,2025-04-01,IN,103.00,0.00,16.12
992,5,3,2025-04-03,OUT,0.00,99.00,15.38
993,5,3,2025-04-07,IN,122.00,0.00,15.59
994,5,3,2025-04-09,OUT,0.00,65.00,15.99
995,5,3,2025-04-13,IN,82.00,0.00,15.97
996,5,3,2025-04-15,OUT,0.00,71.00,15.07
997,5,3,2025-04-19,IN,170.00,0.00,15.57
998,5,3,2025-04-21,OUT,0.00,82.00,15.49
999,5,3,2025-04-25,IN,169.00,0.00,15.00
1000,5,3,2025-04-27,OUT,0.00,67.00,15.43
1001,6,3,2025-01-01,IN,29.00,0.00,11.18
1002,6,3,2025-01-03,OUT,0.00,121.00,11.09
1003,6,3,2025-01-07,IN,54.00,0.00,10.80
1004,6,3,2025-01-09,OUT,0.00,134.00,10.56
1005,6,3,2025-01-13,IN,32.00,0.00,10.68
1006,6,3,2025-01-15,OUT,0.00,105.00,11.15
1007,6,3,2025-01-19,IN,77.00,0.00,10.63
1008,6,3,2025-01-21,OUT,0.00,74.00,11.32
1009,6,3,2025-01-25,IN,178.00,0.00,11.29
1010,6,3,2025-01-27,OUT,0.00,73.00,10.98
1011,6,3,2025-01-31,IN,148.00,0.00,10.97
1012,6,3,2025-02-02,OUT,0.00,78.00,10.68
1013,6,3,2025-02-06,IN,151.00,0.00,10.64
1014,6,3,2025-02-08,OUT,0.00,140.00,10.66
1015,6,3,2025-02-12,IN,153.00,0.00,11.12
1016,6,3,2025-02-14,OUT,0.00,126.00,11.05
1017,6,3,2025-02-18,IN,77.00,0.00,11.10
1018,6,3,2025-02-20,OUT,0.00,69.00,10.89
1019,6,3,2025-02-24,IN,74.00,0.00,10.76
1020,6,3,2025-02-26,OUT,0.00,38.00,11.03
1021,6,3,2025-03-02,IN,135.00,0.00,10.49
1022,6,3,2025-03-04,OUT,0.00,69.00,10.58
1023,6,3,2025-03-08,IN,72.00,0.00,10.74
1024,6,3,2025-03-10,OUT,0.00,45.00,10.90
1025,6,3,2025-03-14,IN,40.00,0.00,11.06
1026,6,3,2025-03-16,OUT,0.00,111.00,11.09
1027,6,3,2025-03-20,IN,155.00,0.00,10.75
1028,6,3,2025-03-22,OUT,0.00,108.00,10.68
1029,6,3,2025-03-26,IN,31.00,0.00,10.51
1030,6,3,2025-03-28,OUT,0.00,135.00,10.54
1031,6,3,2025-04-01,IN,55.00,0.00,10.51
1032,6,3,2025-04-03,OUT,0.00,25.00,10.68
1033,6,3,2025-04-07,IN,43.00,0.00,10.96
1034,6,3,2025-04-09,OUT,0.00,117.00,10.76
1035,6,3,2025-04-13,IN,106.00,0.00,10.84
1036,6,3,2025-04-15,OUT,0.00,80.00,11.05
1037,6,3,2025-04-19,IN,138.00,0.00,10.96
1038,6,3,2025-04-21,OUT,0.00,11.00,11.04
1039,6,3,2025-04-25,IN,161.00,0.00,11.17
1040,6,3,2025-04-27,OUT,0.00,56.00,10.79
1041,7,3,2025-01-01,IN,138.00,0.00,76.00
1042,7,3,2025-01-03,OUT,0.00,104.00,76.73
1043,7,3,2025-01-07,IN,157.00,0.00,73.53
1044,7,3,2025-01-09,OUT,0.00,30.00,76.05
1045,7,3,2025-01-13,IN,167.00,0.00,75.56
1046,7,3,2025-01-15,OUT,0.00,114.00,74.13
1047,7,3,2025-01-19,IN,44.00,0.00,76.53
1048,7,3,2025-01-21,OUT,0.00,59.00,77.22
1049,7,3,2025-01-25,IN,176.00,0.00,74.74
1050,7,3,2025-01-27,OUT,0.00,69.00,78.04
1051,7,3,2025-01-31,IN,49.00,0.00,75.42
1052,7,3,2025-02-02,OUT,0.00,46.00,74.21
1053,7,3,2025-02-06,IN,23.00,0.00,76.33
1054,7,3,2025-02-08,OUT,0.00,20.00,76.68
1055,7,3,2025-02-12,IN,117.00,0.00,79.47
1056,7,3,2025-02-14,OUT,0.00,78.00,78.45
1057,7,3,2025-02-18,IN,79.00,0.00,77.61
1058,7,3,2025-02-20,OUT,0.00,68.00,76.09
1059,7,3,2025-02-24,IN,175.00,0.00,75.68
1060,7,3,2025-02-26,OUT,0.00,93.00,75.01
1061,7,3,2025-03-02,IN,154.00,0.00,79.16
1062,7,3,2025-03-04,OUT,0.00,32.00,76.45
1063,7,3,2025-03-08,IN,37.00,0.00,76.90
1064,7,3,2025-03-10,OUT,0.00,31.00,77.04
1065,7,3,2025-03-14,IN,139.00,0.00,74.43
1066,7,3,2025-03-16,OUT,0.00,116.00,77.51
1067,7,3,2025-03-20,IN,121.00,0.00,79.09
1068,7,3,2025-03-22,OUT,0.00,128.00,77.79
1069,7,3,2025-03-26,IN,153.00,0.00,73.94
1070,7,3,2025-03-28,OUT,0.00,126.00,76.69
1071,7,3,2025-04-01,IN,21.00,0.00,78.79
1072,7,3,2025-04-03,OUT,0.00,101.00,78.92
1073,7,3,2025-04-07,IN,36.00,0.00,76.50
1074,7,3,2025-04-09,OUT,0.00,46.00,75.06
1075,7,3,2025-04-13,IN,98.00,0.00,77.95
1076,7,3,2025-04-15,OUT,0.00,10.00,73.75
1077,7,3,2025-04-19,IN,155.00,0.00,78.79
1078,7,3,2025-04-21,OUT,0.00,81.00,76.01
1079,7,3,2025-04-25,IN,131.00,0.00,73.94
1080,7,3,2025-04-27,OUT,0.00,64.00,78.23
1081,8,3,2025-01-01,IN,142.00,0.00,69.26
1082,8,3,2025-01-03,OUT,0.00,92.00,68.17
1083,8,3,2025-01-07,IN,52.00,0.00,70.20
1084,8,3,2025-01-09,OUT,0.00,51.00,70.28
1085,8,3,2025-01-13,IN,85.00,0.00,68.81
1086,8,3,2025-01-15,OUT,0.00,110.00,71.44
1087,8,3,2025-01-19,IN,30.00,0.00,70.47
1088,8,3,2025-01-21,OUT,0.00,14.00,67.72
1089,8,3,2025-01-25,IN,92.00,0.00,72.27
1090,8,3,2025-01-27,OUT,0.00,94.00,69.23
1091,8,3,2025-01-31,IN,50.00,0.00,67.49
1092,8,3,2025-02-02,OUT,0.00,12.00,69.81
1093,8,3,2025-02-06,IN,32.00,0.00,71.73
1094,8,3,2025-02-08,OUT,0.00,50.00,68.04
1095,8,3,2025-02-12,IN,118.00,0.00,70.74
1096,8,3,2025-02-14,OUT,0.00,114.00,67.96
1097,8,3,2025-02-18,IN,50.00,0.00,71.01
1098,8,3,2025-02-20,OUT,0.00,64.00,70.02
1099,8,3,2025-02-24,IN,77.00,0.00,69.48
1100,8,3,2025-02-26,OUT,0.00,109.00,69.96
1101,8,3,2025-03-02,IN,147.00,0.00,68.09
1102,8,3,2025-03-04,OUT,0.00,107.00,67.32
1103,8,3,2025-03-08,IN,178.00,0.00,71.09
1104,8,3,2025-03-10,OUT,0.00,13.00,71.45
1105,8,3,2025-03-14,IN,32.00,0.00,68.87
1106,8,3,2025-03-16,OUT,0.00,130.00,70.46
1107,8,3,2025-03-20,IN,27.00,0.00,69.57
1108,8,3,2025-03-22,OUT,0.00,130.00,68.44
1109,8,3,2025-03-26,IN,168.00,0.00,71.20
1110,8,3,2025-03-28,OUT,0.00,60.00,71.94
1111,8,3,2025-04-01,IN,44.00,0.00,71.20
1112,8,3,2025-04-03,OUT,0.00,109.00,69.87
1113,8,3,2025-04-07,IN,170.00,0.00,69.53
1114,8,3,2025-04-09,OUT,0.00,116.00,72.20
1115,8,3,2025-04-13,IN,154.00,0.00,72.16
1116,8,3,2025-04-15,OUT,0.00,115.00,72.07
1117,8,3,2025-04-19,IN,41.00,0.00,68.64
1118,8,3,2025-04-21,OUT,0.00,68.00,69.44
1119,8,3,2025-04-25,IN,53.00,0.00,67.40
1120,8,3,2025-04-27,OUT,0.00,19.00,71.38
1121,9,3,2025-01-01,IN,145.00,0.00,15.51
1122,9,3,2025-01-03,OUT,0.00,58.00,15.75
1123,9,3,2025-01-07,IN,83.00,0.00,15.61
1124,9,3,2025-01-09,OUT,0.00,112.00,14.71
1125,9,3,2025-01-13,IN,43.00,0.00,15.11
1126,9,3,2025-01-15,OUT,0.00,137.00,15.25
1127,9,3,2025-01-19,IN,89.00,0.00,15.30
1128,9,3,2025-01-21,OUT,0.00,117.00,15.13
1129,9,3,2025-01-25,IN,116.00,0.00,15.67
1130,9,3,2025-01-27,OUT,0.00,89.00,15.69
1131,9,3,2025-01-31,IN,73.00,0.00,14.90
1132,9,3,2025-02-02,OUT,0.00,28.00,14.79
1133,9,3,2025-02-06,IN,135.00,0.00,15.06
1134,9,3,2025-02-08,OUT,0.00,131.00,14.90
1135,9,3,2025-02-12,IN,35.00,0.00,14.71
1136,9,3,2025-02-14,OUT,0.00,17.00,14.75
1137,9,3,2025-02-18,IN,31.00,0.00,15.08
1138,9,3,2025-02-20,OUT,0.00,70.00,15.08
1139,9,3,2025-02-24,IN,32.00,0.00,15.50
1140,9,3,2025-02-26,OUT,0.00,23.00,15.52
1141,9,3,2025-03-02,IN,98.00,0.00,15.60
1142,9,3,2025-03-04,OUT,0.00,58.00,15.04
1143,9,3,2025-03-08,IN,168.00,0.00,15.31
1144,9,3,2025-03-10,OUT,0.00,23.00,14.66
1145,9,3,2025-03-14,IN,81.00,0.00,14.77
1146,9,3,2025-03-16,OUT,0.00,16.00,15.79
1147,9,3,2025-03-20,IN,31.00,0.00,15.02
1148,9,3,2025-03-22,OUT,0.00,71.00,15.24
1149,9,3,2025-03-26,IN,45.00,0.00,15.55
1150,9,3,2025-03-28,OUT,0.00,113.00,15.77
1151,9,3,2025-04-01,IN,116.00,0.00,15.20
1152,9,3,2025-04-03,OUT,0.00,43.00,15.35
1153,9,3,2025-04-07,IN,140.00,0.00,14.75
1154,9,3,2025-04-09,OUT,0.00,69.00,15.61
1155,9,3,2025-04-13,IN,131.00,0.00,14.72
1156,9,3,2025-04-15,OUT,0.00,90.00,15.08
1157,9,3,2025-04-19,IN,69.00,0.00,15.51
1158,9,3,2025-04-21,OUT,0.00,42.00,15.17
1159,9,3,2025-04-25,IN,68.00,0.00,15.04
1160,9,3,2025-04-27,OUT,0.00,93.00,15.40
1161,10,3,2025-01-01,IN,147.00,0.00,12.40
1162,10,3,2025-01-03,OUT,0.00,34.00,12.19
1163,10,3,2025-01-07,IN,159.00,0.00,11.80
1164,10,3,2025-01-09,OUT,0.00,38.00,12.41
1165,10,3,2025-01-13,IN,177.00,0.00,12.02
1166,10,3,2025-01-15,OUT,0.00,119.00,12.02
1167,10,3,2025-01-19,IN,27.00,0.00,12.50
1168,10,3,2025-01-21,OUT,0.00,76.00,11.64
1169,10,3,2025-01-25,IN,59.00,0.00,12.45
1170,10,3,2025-01-27,OUT,0.00,125.00,11.82
1171,10,3,2025-01-31,IN,104.00,0.00,11.89
1172,10,3,2025-02-02,OUT,0.00,98.00,12.36
1173,10,3,2025-02-06,IN,109.00,0.00,11.60
1174,10,3,2025-02-08,OUT,0.00,122.00,12.06
1175,10,3,2025-02-12,IN,104.00,0.00,12.21
1176,10,3,2025-02-14,OUT,0.00,101.00,12.11
1177,10,3,2025-02-18,IN,90.00,0.00,11.98
1178,10,3,2025-02-20,OUT,0.00,25.00,11.87
1179,10,3,2025-02-24,IN,112.00,0.00,11.95
1180,10,3,2025-02-26,OUT,0.00,121.00,12.30
1181,10,3,2025-03-02,IN,21.00,0.00,12.32
1182,10,3,2025-03-04,OUT,0.00,69.00,11.57
1183,10,3,2025-03-08,IN,89.00,0.00,11.89
1184,10,3,2025-03-10,OUT,0.00,56.00,11.58
1185,10,3,2025-03-14,IN,128.00,0.00,11.88
1186,10,3,2025-03-16,OUT,0.00,86.00,11.79
1187,10,3,2025-03-20,IN,161.00,0.00,12.10
1188,10,3,2025-03-22,OUT,0.00,122.00,11.93
1189,10,3,2025-03-26,IN,99.00,0.00,12.27
1190,10,3,2025-03-28,OUT,0.00,101.00,12.11
1191,10,3,2025-04-01,IN,172.00,0.00,12.28
1192,10,3,2025-04-03,OUT,0.00,22.00,12.39
1193,10,3,2025-04-07,IN,132.00,0.00,12.01
1194,10,3,2025-04-09,OUT,0.00,111.00,12.24
1195,10,3,2025-04-13,IN,40.00,0.00,12.33
1196,10,3,2025-04-15,OUT,0.00,125.00,12.11
1197,10,3,2025-04-19,IN,158.00,0.00,11.67
1198,10,3,2025-04-21,OUT,0.00,101.00,12.43
1199,10,3,2025-04-25,IN,63.00,0.00,11.73
1200,10,3,2025-04-27,OUT,0.00,17.00,12.14
1201,1,4,2025-01-01,IN,51.00,0.00,18.38
1202,1,4,2025-01-03,OUT,0.00,46.00,19.58
1203,1,4,2025-01-07,IN,74.00,0.00,18.61
1204,1,4,2025-01-09,OUT,0.00,84.00,19.12
1205,1,4,2025-01-13,IN,115.00,0.00,19.59
1206,1,4,2025-01-15,OUT,0.00,131.00,19.06
1207,1,4,2025-01-19,IN,138.00,0.00,19.43
1208,1,4,2025-01-21,OUT,0.00,108.00,19.46
1209,1,4,2025-01-25,IN,45.00,0.00,19.36
1210,1,4,2025-01-27,OUT,0.00,50.00,19.29
1211,1,4,2025-01-31,IN,90.00,0.00,18.64
1212,1,4,2025-02-02,OUT,0.00,124.00,18.54
1213,1,4,2025-02-06,IN,70.00,0.00,18.70
1214,1,4,2025-02-08,OUT,0.00,114.00,19.47
1215,1,4,2025-02-12,IN,58.00,0.00,19.41
1216,1,4,2025-02-14,OUT,0.00,36.00,18.61
1217,1,4,2025-02-18,IN,115.00,0.00,18.13
1218,1,4,2025-02-20,OUT,0.00,10.00,18.49
1219,1,4,2025-02-24,IN,132.00,0.00,19.55
1220,1,4,2025-02-26,OUT,0.00,106.00,18.96
1221,1,4,2025-03-02,IN,79.00,0.00,18.91
1222,1,4,2025-03-04,OUT,0.00,45.00,19.20
1223,1,4,2025-03-08,IN,124.00,0.00,19.47
1224,1,4,2025-03-10,OUT,0.00,96.00,19.14
1225,1,4,2025-03-14,IN,28.00,0.00,18.70
1226,1,4,2025-03-16,OUT,0.00,117.00,18.52
1227,1,4,2025-03-20,IN,137.00,0.00,18.70
1228,1,4,2025-03-22,OUT,0.00,104.00,18.35
1229,1,4,2025-03-26,IN,119.00,0.00,18.14
1230,1,4,2025-03-28,OUT,0.00,57.00,18.85
1231,1,4,2025-04-01,IN,93.00,0.00,19.19
1232,1,4,2025-04-03,OUT,0.00,75.00,18.74
1233,1,4,2025-04-07,IN,110.00,0.00,19.22
1234,1,4,2025-04-09,OUT,0.00,50.00,19.01
1235,1,4,2025-04-13,IN,138.00,0.00,18.52
1236,1,4,2025-04-15,OUT,0.00,140.00,18.60
1237,1,4,2025-04-19,IN,175.00,0.00,19.60
1238,1,4,2025-04-21,OUT,0.00,134.00,19.46
1239,1,4,2025-04-25,IN,172.00,0.00,18.63
1240,1,4,2025-04-27,OUT,0.00,119.00,18.68
1241,2,4,2025-01-01,IN,67.00,0.00,12.67
1242,2,4,2025-01-03,OUT,0.00,32.00,12.44
1243,2,4,2025-01-07,IN,158.00,0.00,12.54
1244,2,4,2025-01-09,OUT,0.00,104.00,12.28
1245,2,4,2025-01-13,IN,124.00,0.00,12.22
1246,2,4,2025-01-15,OUT,0.00,83.00,12.17
1247,2,4,2025-01-19,IN,118.00,0.00,12.82
1248,2,4,2025-01-21,OUT,0.00,89.00,12.16
1249,2,4,2025-01-25,IN,127.00,0.00,13.04
1250,2,4,2025-01-27,OUT,0.00,30.00,12.45
1251,2,4,2025-01-31,IN,143.00,0.00,12.87
1252,2,4,2025-02-02,OUT,0.00,111.00,12.84
1253,2,4,2025-02-06,IN,96.00,0.00,12.21
1254,2,4,2025-02-08,OUT,0.00,97.00,12.66
1255,2,4,2025-02-12,IN,38.00,0.00,13.01
1256,2,4,2025-02-14,OUT,0.00,90.00,12.37
1257,2,4,2025-02-18,IN,72.00,0.00,12.97
1258,2,4,2025-02-20,OUT,0.00,54.00,13.08
1259,2,4,2025-02-24,IN,92.00,0.00,12.87
1260,2,4,2025-02-26,OUT,0.00,107.00,12.78
1261,2,4,2025-03-02,IN,171.00,0.00,12.31
1262,2,4,2025-03-04,OUT,0.00,14.00,12.27
1263,2,4,2025-03-08,IN,170.00,0.00,12.44
1264,2,4,2025-03-10,OUT,0.00,36.00,12.27
1265,2,4,2025-03-14,IN,47.00,0.00,13.03
1266,2,4,2025-03-16,OUT,0.00,11.00,12.23
1267,2,4,2025-03-20,IN,122.00,0.00,13.12
1268,2,4,2025-03-22,OUT,0.00,114.00,12.27
1269,2,4,2025-03-26,IN,81.00,0.00,12.94
1270,2,4,2025-03-28,OUT,0.00,80.00,12.26
1271,2,4,2025-04-01,IN,104.00,0.00,12.93
1272,2,4,2025-04-03,OUT,0.00,78.00,13.12
1273,2,4,2025-04-07,IN,95.00,0.00,12.66
1274,2,4,2025-04-09,OUT,0.00,20.00,12.43
1275,2,4,2025-04-13,IN,84.00,0.00,12.77
1276,2,4,2025-04-15,OUT,0.00,41.00,12.22
1277,2,4,2025-04-19,IN,69.00,0.00,12.32
1278,2,4,2025-04-21,OUT,0.00,89.00,12.89
1279,2,4,2025-04-25,IN,102.00,0.00,13.13
1280,2,4,2025-04-27,OUT,0.00,42.00,12.55
1281,3,4,2025-01-01,IN,91.00,0.00,22.47
1282,3,4,2025-01-03,OUT,0.00,67.00,21.70
1283,3,4,2025-01-07,IN,134.00,0.00,22.80
1284,3,4,2025-01-09,OUT,0.00,136.00,23.29
1285,3,4,2025-01-13,IN,170.00,0.00,22.94
1286,3,4,2025-01-15,OUT,0.00,89.00,22.93
1287,3,4,2025-01-19,IN,24.00,0.00,21.81
1288,3,4,2025-01-21,OUT,0.00,59.00,22.49
1289,3,4,2025-01-25,IN,137.00,0.00,22.41
1290,3,4,2025-01-27,OUT,0.00,98.00,23.16
1291,3,4,2025-01-31,IN,130.00,0.00,22.36
1292,3,4,2025-02-02,OUT,0.00,56.00,23.10
1293,3,4,2025-02-06,IN,71.00,0.00,23.20
1294,3,4,2025-02-08,OUT,0.00,85.00,22.89
1295,3,4,2025-02-12,IN,88.00,0.00,21.84
1296,3,4,2025-02-14,OUT,0.00,127.00,21.80
1297,3,4,2025-02-18,IN,155.00,0.00,22.69
1298,3,4,2025-02-20,OUT,0.00,99.00,22.95
1299,3,4,2025-02-24,IN,69.00,0.00,23.14
1300,3,4,2025-02-26,OUT,0.00,120.00,23.36
1301,3,4,2025-03-02,IN,96.00,0.00,22.66
1302,3,4,2025-03-04,OUT,0.00,74.00,22.67
1303,3,4,2025-03-08,IN,162.00,0.00,23.09
1304,3,4,2025-03-10,OUT,0.00,71.00,22.27
1305,3,4,2025-03-14,IN,152.00,0.00,21.72
1306,3,4,2025-03-16,OUT,0.00,57.00,23.34
1307,3,4,2025-03-20,IN,92.00,0.00,22.80
1308,3,4,2025-03-22,OUT,0.00,81.00,23.22
1309,3,4,2025-03-26,IN,134.00,0.00,22.24
1310,3,4,2025-03-28,OUT,0.00,84.00,21.81
1311,3,4,2025-04-01,IN,128.00,0.00,21.90
1312,3,4,2025-04-03,OUT,0.00,109.00,22.84
1313,3,4,2025-04-07,IN,129.00,0.00,21.90
1314,3,4,2025-04-09,OUT,0.00,98.00,23.36
1315,3,4,2025-04-13,IN,81.00,0.00,21.95
1316,3,4,2025-04-15,OUT,0.00,81.00,21.70
1317,3,4,2025-04-19,IN,119.00,0.00,21.75
1318,3,4,2025-04-21,OUT,0.00,38.00,21.80
1319,3,4,2025-04-25,IN,126.00,0.00,22.09
1320,3,4,2025-04-27,OUT,0.00,116.00,22.52
1321,4,4,2025-01-01,IN,91.00,0.00,26.60
1322,4,4,2025-01-03,OUT,0.00,115.00,27.77
1323,4,4,2025-01-07,IN,64.00,0.00,27.04
1324,4,4,2025-01-09,OUT,0.00,113.00,27.89
1325,4,4,2025-01-13,IN,46.00,0.00,27.85
1326,4,4,2025-01-15,OUT,0.00,17.00,27.38
1327,4,4,2025-01-19,IN,76.00,0.00,26.57
1328,4,4,2025-01-21,OUT,0.00,28.00,27.26
1329,4,4,2025-01-25,IN,154.00,0.00,27.16
1330,4,4,2025-01-27,OUT,0.00,135.00,27.19
1331,4,4,2025-01-31,IN,172.00,0.00,26.59
1332,4,4,2025-02-02,OUT,0.00,58.00,27.38
1333,4,4,2025-02-06,IN,56.00,0.00,27.04
1334,4,4,2025-02-08,OUT,0.00,48.00,26.36
1335,4,4,2025-02-12,IN,127.00,0.00,26.61
1336,4,4,2025-02-14,OUT,0.00,122.00,27.39
1337,4,4,2025-02-18,IN,72.00,0.00,27.33
1338,4,4,2025-02-20,OUT,0.00,96.00,28.03
1339,4,4,2025-02-24,IN,156.00,0.00,26.83
1340,4,4,2025-02-26,OUT,0.00,95.00,27.42
1341,4,4,2025-03-02,IN,27.00,0.00,27.21
1342,4,4,2025-03-04,OUT,0.00,68.00,27.97
1343,4,4,2025-03-08,IN,163.00,0.00,27.34
1344,4,4,2025-03-10,OUT,0.00,44.00,27.36
1345,4,4,2025-03-14,IN,70.00,0.00,27.29
1346,4,4,2025-03-16,OUT,0.00,125.00,26.77
1347,4,4,2025-03-20,IN,127.00,0.00,27.33
1348,4,4,2025-03-22,OUT,0.00,110.00,26.72
1349,4,4,2025-03-26,IN,80.00,0.00,28.21
1350,4,4,2025-03-28,OUT,0.00,128.00,27.15
1351,4,4,2025-04-01,IN,128.00,0.00,27.64
1352,4,4,2025-04-03,OUT,0.00,87.00,28.08
1353,4,4,2025-04-07,IN,133.00,0.00,27.04
1354,4,4,2025-04-09,OUT,0.00,11.00,28.34
1355,4,4,2025-04-13,IN,28.00,0.00,27.45
1356,4,4,2025-04-15,OUT,0.00,89.00,28.08
1357,4,4,2025-04-19,IN,176.00,0.00,27.06
1358,4,4,2025-04-21,OUT,0.00,106.00,27.89
1359,4,4,2025-04-25,IN,133.00,0.00,28.32
1360,4,4,2025-04-27,OUT,0.00,37.00,27.73
1361,5,4,2025-01-01,IN,40.00,0.00,16.18
1362,5,4,2025-01-03,OUT,0.00,57.00,15.62
1363,5,4,2025-01-07,IN,104.00,0.00,15.65
1364,5,4,2025-01-09,OUT,0.00,81.00,15.94
1365,5,4,2025-01-13,IN,100.00,0.00,15.53
1366,5,4,2025-01-15,OUT,0.00,96.00,15.41
1367,5,4,2025-01-19,IN,80.00,0.00,15.42
1368,5,4,2025-01-21,OUT,0.00,100.00,15.33
1369,5,4,2025-01-25,IN,93.00,0.00,15.68
1370,5,4,2025-01-27,OUT,0.00,127.00,15.12
1371,5,4,2025-01-31,IN,145.00,0.00,16.05
1372,5,4,2025-02-02,OUT,0.00,115.00,16.21
1373,5,4,2025-02-06,IN,91.00,0.00,15.67
1374,5,4,2025-02-08,OUT,0.00,11.00,15.93
1375,5,4,2025-02-12,IN,55.00,0.00,15.18
1376,5,4,2025-02-14,OUT,0.00,20.00,15.84
1377,5,4,2025-02-18,IN,100.00,0.00,16.11
1378,5,4,2025-02-20,OUT,0.00,121.00,15.87
1379,5,4,2025-02-24,IN,36.00,0.00,15.17
1380,5,4,2025-02-26,OUT,0.00,69.00,15.05
1381,5,4,2025-03-02,IN,136.00,0.00,16.13
1382,5,4,2025-03-04,OUT,0.00,57.00,15.69
1383,5,4,2025-03-08,IN,74.00,0.00,15.40
1384,5,4,2025-03-10,OUT,0.00,113.00,15.28
1385,5,4,2025-03-14,IN,163.00,0.00,15.14
1386,5,4,2025-03-16,OUT,0.00,12.00,15.41
1387,5,4,2025-03-20,IN,96.00,0.00,15.79
1388,5,4,2025-03-22,OUT,0.00,132.00,15.22
1389,5,4,2025-03-26,IN,124.00,0.00,15.31
1390,5,4,2025-03-28,OUT,0.00,58.00,15.02
1391,5,4,2025-04-01,IN,91.00,0.00,15.59
1392,5,4,2025-04-03,OUT,0.00,63.00,15.30
1393,5,4,2025-04-07,IN,152.00,0.00,15.89
1394,5,4,2025-04-09,OUT,0.00,13.00,16.00
1395,5,4,2025-04-13,IN,135.00,0.00,15.90
1396,5,4,2025-04-15,OUT,0.00,93.00,15.26
1397,5,4,2025-04-19,IN,50.00,0.00,15.79
1398,5,4,2025-04-21,OUT,0.00,71.00,15.27
1399,5,4,2025-04-25,IN,82.00,0.00,15.19
1400,5,4,2025-04-27,OUT,0.00,83.00,15.44
1401,6,4,2025-01-01,IN,77.00,0.00,10.71
1402,6,4,2025-01-03,OUT,0.00,50.00,11.05
1403,6,4,2025-01-07,IN,77.00,0.00,10.60
1404,6,4,2025-01-09,OUT,0.00,64.00,10.68
1405,6,4,2025-01-13,IN,65.00,0.00,10.88
1406,6,4,2025-01-15,OUT,0.00,53.00,11.16
1407,6,4,2025-01-19,IN,99.00,0.00,11.00
1408,6,4,2025-01-21,OUT,0.00,31.00,10.50
1409,6,4,2025-01-25,IN,171.00,0.00,11.10
1410,6,4,2025-01-27,OUT,0.00,36.00,11.13
1411,6,4,2025-01-31,IN,33.00,0.00,10.76
1412,6,4,2025-02-02,OUT,0.00,27.00,10.61
1413,6,4,2025-02-06,IN,42.00,0.00,10.76
1414,6,4,2025-02-08,OUT,0.00,17.00,10.80
1415,6,4,2025-02-12,IN,48.00,0.00,11.19
1416,6,4,2025-02-14,OUT,0.00,85.00,10.79
1417,6,4,2025-02-18,IN,58.00,0.00,11.04
1418,6,4,2025-02-20,OUT,0.00,125.00,11.03
1419,6,4,2025-02-24,IN,176.00,0.00,10.88
1420,6,4,2025-02-26,OUT,0.00,114.00,10.75
1421,6,4,2025-03-02,IN,143.00,0.00,10.56
1422,6,4,2025-03-04,OUT,0.00,90.00,10.86
1423,6,4,2025-03-08,IN,133.00,0.00,11.26
1424,6,4,2025-03-10,OUT,0.00,70.00,10.63
1425,6,4,2025-03-14,IN,148.00,0.00,10.63
1426,6,4,2025-03-16,OUT,0.00,60.00,10.95
1427,6,4,2025-03-20,IN,142.00,0.00,10.76
1428,6,4,2025-03-22,OUT,0.00,22.00,11.20
1429,6,4,2025-03-26,IN,54.00,0.00,11.25
1430,6,4,2025-03-28,OUT,0.00,42.00,11.21
1431,6,4,2025-04-01,IN,100.00,0.00,11.12
1432,6,4,2025-04-03,OUT,0.00,91.00,11.20
1433,6,4,2025-04-07,IN,44.00,0.00,11.33
1434,6,4,2025-04-09,OUT,0.00,26.00,10.68
1435,6,4,2025-04-13,IN,62.00,0.00,10.67
1436,6,4,2025-04-15,OUT,0.00,113.00,11.21
1437,6,4,2025-04-19,IN,109.00,0.00,11.30
1438,6,4,2025-04-21,OUT,0.00,86.00,10.51
1439,6,4,2025-04-25,IN,180.00,0.00,10.69
1440,6,4,2025-04-27,OUT,0.00,58.00,10.98
1441,7,4,2025-01-01,IN,46.00,0.00,75.02
1442,7,4,2025-01-03,OUT,0.00,128.00,78.48
1443,7,4,2025-01-07,IN,84.00,0.00,79.27
1444,7,4,2025-01-09,OUT,0.00,130.00,76.97
1445,7,4,2025-01-13,IN,116.00,0.00,78.98
1446,7,4,2025-01-15,OUT,0.00,120.00,77.38
1447,7,4,2025-01-19,IN,45.00,0.00,75.90
1448,7,4,2025-01-21,OUT,0.00,139.00,78.68
1449,7,4,2025-01-25,IN,67.00,0.00,77.07
1450,7,4,2025-01-27,OUT,0.00,76.00,74.15
